"","Index","Wortlaut","Referenz"
"139","BTO 1.1 2","Abhängig von Art, Umfang, Komplexität und Risikogehalt des Kreditengagements erfordert eine Kreditentscheidung zwei zustimmende Voten der Bereiche Markt und Marktfolge. Weitergehende Beschlussfassungsvorschriften (z. B. KWG, Satzung) bleiben hiervon unberührt. Soweit die Entscheidungen von einem Ausschuss getroffen werden, sind die Mehrheitsverhältnisse innerhalb eines Ausschusses so festzulegen, dass der Bereich Marktfolge nicht überstimmt werden kann. Darstellung der Voten und materielle Plausibilitätsprüfung Die zusammenfassende Darstellung der Voten in einem Dokument ist möglich. Die (positive) marktunabhängige Votierung kommt in diesem Fall durch die Unterschrift des zuständigen Mitarbeiters zum Ausdruck. Dabei darf es sich nicht um eine Gefälligkeitsunterschrift handeln. Der marktunabhängigen Votierung hat je nach Zuordnung der Kreditprozesse auf den Markt und den marktunabhängigen Bereich zumindest eine materielle Plausibilitätsprüfung zugrunde zu liegen. Im Rahmen der materiellen Plausibilitätsprüfung brauchen die bereits im Markt durchgeführten Tätigkeiten nicht wiederholt zu werden. Vielmehr stehen die Nachvollziehbarkeit und die Vertretbarkeit der Kreditentscheidung im Vordergrund. Hierzu zählt die Überprüfung der Aussagekraft des Markt-Votums und inwieweit die Kreditvergabe der Höhe und der Form nach vertretbar ist. Die Intensität der materiellen Plausibilitätsprüfung hängt ferner von der Komplexität der zu beurteilenden Kreditgeschäfte ab. Der für die marktunabhängige Votierung zuständige Mitarbeiter muss dabei zumindest Zugang zu allen wesentlichen Kreditunterlagen besitzen.",NA
"140","BTO 1.1 3","Bei Handelsgeschäften sind Kontrahenten- und Emittentenlimite durch eine Votierung aus dem Bereich Marktfolge festzulegen.",NA
"141","BTO 1.1 4","Für Kreditentscheidungen bei Geschäften, die unter Risikogesichtspunkten als nicht wesentlich einzustufen sind, kann das Institut bestimmen, dass nur ein Votum erforderlich ist („nicht-risikorelevante Kreditgeschäfte“). Vereinfachungen sind auch dann möglich, wenn Kreditgeschäfte von Dritten initiiert werden. Insoweit ist die aufbauorganisatorische Trennung zwischen Markt und Marktfolge nur für Kreditgeschäfte maßgeblich, bei denen zwei Voten erforderlich sind. Falls ein zweites Votum nicht erforderlich sein sollte, ist eine angemessene Umsetzung der Anforderungen in BTO 1.2 sicherzustellen. Abgrenzung zwischen risikorelevantem und nicht-risikorelevantem Kreditgeschäft Die Abgrenzungen zwischen risikorelevantem und nicht-risikorelevantem Kreditgeschäft sind von jedem Institut eigenverantwortlich und unter Risikogesichtspunkten festzulegen. Zu den nicht risikorelevanten Kreditgeschäften dürfte z. B. regelmäßig das standardisierte Mengengeschäft zu rechnen sein. Initiierung durch Dritte Vereinfachungen im Hinblick auf die Funktionstrennung sind auch dann möglich, wenn es sich um Kreditgeschäfte handelt, die von Dritten initiiert wurden. So ist es im Fördergeschäft in der Regel nicht erforderlich, zwei institutsinterne Voten einzuholen, da die Kreditgeschäfte häufig von einer Hausbank oder einer Beteiligungsgesellschaft initiiert werden. Vergleichbare Konstellationen ergeben sich z. B. bei Kreditgeschäften von Instituten über Händlerorganisationen, bei Bausparkassen über Handelsvertreter, bei Bürgschaftsbanken über Hausbanken oder, bezogen auf den Konsorten, vom Konsortialführer bei gemeinschaftlich vergebenen Engagements. Bei risikorelevanten Kreditentscheidungen sollte das im Institut einzuholende weitere Votum grundsätzlich vertriebsunabhängig, also in der Marktfolge, sofern vorhanden, wahrgenommen werden. Initiierung durch Dritte/Normierung der Abläufe durch externe Vorgaben Vom Einholen eines weiteren Votums kann auch dann abgewichen werden, wenn die Entscheidungsabläufe durch Dritte so stark normiert werden (z. B. im Rahmen gesetzlicher Vorgaben wie dem Wohnraumfördergesetz), dass es zu einer Standardisierung der Abläufe im Institut und damit zu einer Beschränkung der Ermessensspielräume bei der Kreditvergabe kommt. Bagatellgrenzen In einem gewissen Umfang sind Bagatellgrenzen im Rahmen der Abgrenzung des risikorelevanten Geschäfts sachgerecht. So sind Vereinfachungen bei einem zusätzlichen Kreditantrag über einen relativ geringen Betrag denkbar, auch wenn das Gesamtobligo des Kunden als risikorelevant eingestuft wird.",NA
"142","BTO 1.1 5","Jeder Geschäftsleiter kann im Rahmen seiner Krediteinzelkompetenz eigenständig Kreditentscheidungen treffen und auch Kundenkontakte wahrnehmen. Die aufbauorganisatorische Trennung der Bereiche Markt und Marktfolge bleibt davon unberührt. Zudem sind zwei Voten einzuholen, soweit dies unter Risikogesichtspunkten erforderlich sein sollte. Falls die im Rahmen einer Krediteinzelkompetenz getroffenen Entscheidungen von den Voten abweichen oder wenn sie vom Geschäftsleiter getroffen werden, der für den Bereich Marktfolge zuständig ist, sind sie im Risikobericht besonders hervorzuheben (BT 3.2 Tz. 3). Krediteinzelkompetenz und Geschäftsleiter Die Krediteinzelkompetenz kann nur durch einen Geschäftsleiter ausgeübt werden. Das Recht eines Geschäftsleiters, im Rahmen seiner Krediteinzelkompetenz eigenständig Kreditentscheidungen zu treffen, geht nicht automatisch auf seinen – unterhalb der Ebene der Geschäftsleitung angesiedelten – Vertreter über. Auch bei risikorelevanten Kreditentscheidungen, die von der gesamten Geschäftsleitung oder von mehreren Geschäftsleitern gemeinsam getroffen werden, sind grundsätzlich eine sachgerechte Bearbeitung sowie das Einholen zweier Voten aus den Bereichen erforderlich.",NA
"143","BTO 1.1 6","Das Institut hat eine klare und konsistente Kompetenzordnung für Entscheidungen im Kreditgeschäft festzulegen. Für den Fall voneinander abweichender Voten sind in der Kompetenzordnung Entscheidungsregeln zu treffen: Der Kredit ist in diesen Fällen abzulehnen oder zur Entscheidung auf eine höhere Kompetenzstufe zu verlagern (Eskalationsverfahren).",NA
"144","BTO 1.1 7","Die Überprüfung bestimmter, unter Risikogesichtspunkten festzulegender Sicherheiten ist außerhalb des Bereichs Markt durchzuführen. Diese Zuordnung gilt auch für Entscheidungen über die Risikovorsorge bei bedeutenden Engagements. Die Zuordnung aller anderen in BTO 1.2 genannten Prozesse bzw. Teilprozesse liegt, soweit dieses Rundschreiben nichts anderes vorsieht, im Ermessen der Institute (z. B. die Kreditbearbeitung oder Teilprozesse der Kreditbearbeitung). Erstellung von Wertgutachten Die Erstellung von Wertgutachten für bestimmte Sicherheiten kann auch von fachlich geeigneten Mitarbeitern aus dem Bereich Markt durchgeführt werden, solange eine marktunabhängige Überprüfung der Wertansätze im Sinne einer materiellen Plausibilitätsprüfung gewährleistet ist. Überprüfung des rechtlichen Bestandes Die Überprüfung des rechtlichen Bestandes von Sicherheiten kann auch durch eine vom Markt und Handel unabhängige Stelle (z. B. Rechtsabteilung) erfolgen.",NA
"145","BTO 1.2 1","Das Institut hat Prozesse für die Kreditbearbeitung (Kreditgewährung und Kreditweiterbearbeitung), die Kreditbearbeitungskontrolle, die Intensivbetreuung, die Problemkreditbearbeitung und die Risikovorsorge einzurichten. Die Verantwortung für deren Entwicklung und Qualität muss außerhalb des Bereichs Markt angesiedelt sein. Methodenverantwortung Die Entwicklung der Prozesse kann auch im Bereich Markt erfolgen, sofern gewährleistet ist, dass die Qualitätssicherung von einem marktunabhängigen Bereich auf der Basis einer materiellen Plausibilitätsprüfung wahrgenommen wird.",NA
"146","BTO 1.2 2","Das Institut hat Bearbeitungsgrundsätze für die Prozesse im Kreditgeschäft zu formulieren, die, soweit erforderlich, in geeigneter Weise zu differenzieren sind (z. B. nach Kreditarten). Darüber hinaus sind die vom Institut akzeptierten Sicherheitenarten sowie die Verfahren zur Wertermittlung, Verwaltung und Verwertung dieser Sicherheiten festzulegen. Bei der Festlegung der Verfahren zur Wertermittlung von Sicherheiten ist auf geeignete Wertermittlungsverfahren abzustellen. Die Verfahren zur Wertermittlung von Sicherheiten sind mindestens jährlich zu überprüfen und vor ihrer erstmaligen Verwendung sowie im Falle wesentlicher Anpassungen von der Geschäftsleitung zu genehmigen. Die regelmäßige Überprüfung eines Wertermittlungsverfahrens ist jedoch nicht erforderlich, soweit das Institut ein allgemein anerkanntes, normiertes Verfahren (welches z. B. im Einklang mit der BelWertV steht) anwendet Differenzierte Bearbeitungsgrundsätze Differenzierte Bearbeitungsgrundsätze sind auch für Geschäfte mit Hedgefonds und Private-Equity-Unternehmen zu formulieren, z. B. im Hinblick auf die Beschaffung finanzieller und sonstiger Informationen, die Analyse des Zwecks und der Struktur der zu finanzierenden Transaktion, die Art der Sicherheitenstellung oder die Analyse der Rückzahlungsfähigkeit. Differenzierte Bearbeitungsgrundsätze sind auch für Fremdwährungsdarlehen zu formulieren, die den besonderen Risiken dieser Kreditart Rechnung tragen.",NA
"147","BTO 1.2 3","Die mit der Wertermittlung von Immobiliensicherheiten betrauten sachverständigen Personen haben über die erforderlichen Qualifikationen und Erfahrungen zu verfügen und dürfen nicht in den Kreditvergabeprozess und in die Kreditbearbeitung bzw. - entscheidung eingebunden sein. Dabei können externe Sachverständige für diese Zwecke herangezogen werden. Mögliche Interessenkonflikte im Zusammenhang mit der Wertermittlung sind auszuschließen. Eine angemessene Rotation der für die Wertermittlung zuständigen Personen ist sicherzustellen Externe Wertermittlungen von Immobiliensicherheiten Für externe Wertermittlungen von Immobiliensicherheiten hat das Institut über eine Auswahl an unabhängigen und qualifizierten Sachverständigen zu verfügen. Dabei ist die erbrachte Leistung des externen Sachverständigen zu überprüfen und hierauf basierend zu entscheiden, ob ggf. die Auswahl an externen Sachverständigen anzupassen ist. Unabhängigkeit interner Sachverständiger Bei Instituten, bei denen die Einrichtung einer separaten Einheit für interne Sachverständige unverhältnismäßig ist, können die mit der Wertermittlung betrauten sachverständigen Personen mit der Kreditbearbeitung anderer Engagements befasst sein, sofern sie für die Fälle, die sie bearbeiten, keine Wertermittlung erstellen. Rotation der mit der Wertermittlung betrauten sachverständigen Personen Eine Rotation sollte vorgenommen werden, wenn dieselbe mit der Wertermittlung betraute sachverständige Person zwei aufeinanderfolgende Einzelbewertungen derselben Immobilie durchgeführt hat.",NA
"148","BTO 1.2 4","Werden für die Wertermittlung von Immobiliensicherheiten externe Sachverständige herangezogen, hat das Institut die Immobilienwertermittlung zu plausibilisieren und dabei ggf. eigene Erkenntnisse und Informationen in die Beurteilung einfließen zu lassen.",NA
"149","BTO 1.2 5","Die für das Adressenausfallrisiko eines Kreditengagements bedeutsamen Aspekte sind herauszuarbeiten und zu beurteilen, wobei die Intensität dieser Tätigkeiten vom Risikogehalt des Engagements abhängt. Branchen- und ggf. Länderrisiken sind in angemessener Weise zu berücksichtigen. Kritische Punkte eines Engagements sind hervorzuheben und ggf. unter der Annahme verschiedener Szenarien darzustellen.",NA
"150","BTO 1.2 6","Die Verwendung externer Bonitätseinschätzungen enthebt das Institut nicht von seiner Verpflichtung, sich ein Urteil über das Adressenausfallrisiko zu bilden und dabei eigene Erkenntnisse und Informationen in die Kreditentscheidung einfließen zu lassen.",NA
"151","BTO 1.2 7","Bei Objekt-/Projektfinanzierungen ist im Rahmen der Kreditbearbeitung sicherzustellen, dass neben der wirtschaftlichen Betrachtung insbesondere auch die technische Machbarkeit und Entwicklung sowie die mit dem Objekt/Projekt verbundenen rechtlichen Risiken in die Beurteilung einbezogen werden. Dabei kann auch auf die Expertise einer vom Kreditnehmer unabhängigen sach- und fachkundigen Organisations- einheit zurückgegriffen werden. Soweit externe Personen für diese Zwecke herangezogen werden, ist vorher deren Eignung zu überprüfen. In unter Risikogesichtspunkten festzulegenden Abständen sind während der Entwicklungsphase des Projektes/ Objektes Besichtigungen und Bautenstandskontrollen durchzuführen. Objekt-/Projektfinanzierungen Unter Objekt-/Projektfinanzierungen werden Finanzierungen solcher Objekte/Projekte verstanden, deren Rückzahlungen sich in erster Linie aus den durch die finanzierten Vermögenswerte generierten Einkünften und nicht aus der unabhängigen Kapitaldienstfähigkeit des Kreditnehmers speist. Wirtschaftliche Betrachtung und technische Machbarkeit Die wirtschaftliche Betrachtung kann z. B. folgende Aspekte beinhalten: - Projektanalyse, - Finanzierungsstruktur/Eigenkapitalquote, - Sicherheitenkonzept oder - Vor- und Nachkalkulation. Die technische Machbarkeit und Entwicklung kann auch im Rahmen der Besichtigungen oder Bautenstandskontrollen berücksichtigt werden.",NA
"152","BTO 1.2 8","Abhängig vom Risikogehalt der Kreditgeschäfte sind sowohl im Rahmen der Kreditentscheidung als auch bei turnusmäßigen oder anlassbezogenen Beurteilungen die Risiken eines Engagements mit Hilfe eines Risikoklassifizierungsverfahrens zu bewerten. Eine Überprüfung der Risikoeinstufung ist jährlich durchzuführen. Umfang der Beurteilungsintensität Die Pflicht zur jährlichen Beurteilung der Risiken existiert, schon aus handelsrechtlichen Gründen, auch für Engagements, die aufgrund ihres geringen Risikogehaltes nicht dem Risikoklassifizierungsverfahren unterliegen. Allerdings kann in diesen Fällen die Beurteilungsintensität geringer ausfallen und sich z. B. lediglich auf die Prüfung der Ordnungsmäßigkeit der Tilgung durch den Kreditnehmer erstrecken",NA
"153","BTO 1.2 9","Zwischen der Einstufung im Risikoklassifizierungsverfahren und der Konditionengestaltung sollte ein sachlich nachvollziehbarer Zusammenhang bestehen",NA
"154","BTO 1.2 10","Das Institut hat ein der Kompetenzordnung entsprechendes Verfahren einzurichten, in dem festgelegt ist, wie Überschreitungen von Limiten zu behandeln sind. Soweit unter Risikogesichtspunkten vertretbar, ist für Limitüberschreitungen und Prolongationen auf der Grundlage klarer Vorgaben eine vereinfachte Umsetzung der Anforderungen in BTO 1.1 sowie BTO 1.2 möglich.",NA
"155","BTO 1.2 11","Im Hinblick auf die erforderlichen Kreditunterlagen ist ein Verfahren einzurichten, das deren zeitnahe Einreichung überwacht und eine zeitnahe Auswertung gewährleistet. Für ausstehende Unterlagen ist ein entsprechendes Mahnverfahren einzurichten",NA
"156","BTO 1.2 12","Das Institut hat standardisierte Kreditvorlagen zu verwenden, soweit dies in Anbetracht der jeweiligen Geschäftsarten möglich und zweckmäßig ist, wobei die Ausgestaltung der Kreditvorlagen von Art, Umfang, Komplexität und Risikogehalt der Kreditgeschäfte abhängt.",NA
"157","BTO 1.2 13","Vertragliche Vereinbarungen im Kreditgeschäft sind auf der Grundlage rechtlich geprüfter Unterlagen abzuschließen.",NA
"158","BTO 1.2 14","Für die einzelnen Kreditverträge sind rechtlich geprüfte Standardtexte zu verwenden, die anlassbezogen zu aktualisieren sind. Falls bei einem Engagement (z. B. im Rahmen von Individualvereinbarungen) von den Standardtexten abgewichen werden soll, ist, soweit unter Risikogesichtspunkten erforderlich, vor Abschluss des Vertrages die rechtliche Prüfung durch eine vom Bereich Markt unabhängige Stelle notwendig. Prüfung durch sachverständigen Mitarbeiter des Bereichs Markt Soweit von der Verwendung rechtlich geprüfter Standardtexte abgewichen wird, kann bei nicht-risikorelevanten Kreditgeschäften auch eine Prüfung durch einen sachverständigen Mitarbeiter aus dem Bereich Markt erfolgen.",NA
"159","BTO 1.2.1 1","Der Prozess der Kreditgewährung umfasst die bis zur Bereitstellung des Kredites erforderlichen Arbeitsabläufe. Dabei sind die für die Beurteilung des Risikos wichtigen Faktoren unter besonderer Berücksichtigung der Kapitaldienstfähigkeit des Kreditnehmers bzw. des Objektes/Projektes zu analysieren und zu beurteilen, wobei die Intensität der Beurteilung vom Risikogehalt der Engagements abhängt (z. B. Kreditwürdigkeitsprüfung, Risikoeinstufung im Risikoklassifizierungs-verfahren oder eine Beurteilung auf der Grundlage eines vereinfachten Verfahrens). Fremdwährungsdarlehen Fremdwährungsdarlehen sollten nur an Kreditnehmer vergeben werden, deren Kreditwürdigkeit dahingehend geprüft wurde, ob sie auch bei besonders ungünstigen Entwicklungen der Wechselkurse und des Fremdwährungszinsniveaus voraussichtlich in der Lage sind, den Kredit zurückzuzahlen. Kapitaldienstfähigkeit Die besondere Berücksichtigung der Kapitaldienstfähigkeit erfordert grundsätzlich eine individuelle Berücksichtigung der wirtschaftlichen Verhältnisse des Kreditnehmers, wobei Risiken für die zukünftige Vermögens- und ggf. Liquiditätslage des Kreditnehmers in die Betrachtung einzufließen haben. Die Intensität der Beurteilung hängt vom Risikogehalt ab. Die Beurteilung der Kapitaldienstfähigkeit auf der Basis eines vereinfachten Verfahrens bedeutet hingegen nicht einen generellen Verzicht auf diese Tätigkeiten.",NA
"160","BTO 1.2.1 2","Bei Immobiliar-Verbraucherdarlehen sind auch zukünftige, als wahrscheinlich anzusehende Einkommensschwankungen in die Beurteilung der Kapitaldienstfähigkeit einzubeziehen. Alle für die Kreditgewährung relevanten Informationen sind vollständig zu dokumentieren und über die Laufzeit des Kredites aufzubewahren.",NA
"161","BTO 1.2.1 3","Die Werthaltigkeit und der rechtliche Bestand von Sicherheiten sind grundsätzlich vor der Kreditvergabe zu überprüfen. Der Wertansatz muss hinsichtlich wertbeeinflussender Umstände nachvollziehbar und in den Annahmen und Parametern begründet sein. Bei der Überprüfung der Werthaltigkeit kann auf bereits vorhandene Sicherheitenwerte zurückgegriffen werden, sofern keine Anhaltspunkte für Wertveränderungen vorliegen. Überprüfung der Werthaltigkeit von Sicherheiten Im Rahmen der Kreditgewährung und ggf. auch der Kreditweiterbearbeitung beinhaltet die Überprüfung der Werthaltigkeit einer Sicherheit in Abhängigkeit von der Sicherheitenart ab einer vom Institut unter Risikogesichtspunkten festzulegenden Grenze eine Objektbesichtigung.",NA
"162","BTO 1.2.1 4","Hängt der Sicherheitenwert maßgeblich von den Verhältnissen eines Dritten ab (z. B. Bürgschaft), so ist eine angemessene Überprüfung der Adressenausfallrisiken des Dritten durchzuführen.",NA
"163","BTO 1.2.2 1","Im Rahmen der Kreditweiterbearbeitung ist zu überwachen, ob die vertraglichen Vereinbarungen vom Kreditnehmer eingehalten werden. Bei zweckgebundenen Kreditvergaben ist zu kontrollieren, ob die valutierten Mittel der vereinbarten Verwendung zukommen (Kreditverwendungskontrolle).",NA
"164","BTO 1.2.2 2","Eine Beurteilung der Adressenausfallrisiken ist jährlich durchzuführen, wobei die Intensität der Beurteilungen vom Risikogehalt der Engagements abhängt (z. B. Kreditwürdigkeitsprüfung, Risikoeinstufung im Risikoklassifizierungsverfahren oder eine Beurteilung auf der Grundlage eines vereinfachten Verfahrens). Endfällige Kredite Für endfällige Kredite hat das Institut in Abhängigkeit vom Risikogehalt der Engagements die Beurteilung der Rückzahlungsfähigkeit des Kreditnehmers durchzuführen, da die fortlaufende Zahlung der fälligen Zinsbeträge durch den Kreditnehmer keinen hinreichenden Grund für die Annahme darstellt, dass der Gesamtkreditbetrag am Ende der Laufzeit getilgt wird. Die Rückzahlungsfähigkeit hat z. B. eine angemessene Beurteilung der Finanzlage des Kreditnehmers auf Grundlage hinreichender Informationen und unter Berücksichtigung maßgeblicher Faktoren wie z. B. der Kapitaldienstfähigkeit und der Gesamtverschuldung des Kreditnehmers oder den Wert der Immobilie/ des Projekts zu umfassen.",NA
"165","BTO 1.2.2 3","Die Werthaltigkeit und der rechtliche Bestand von Sicherheiten sind im Rahmen der Kreditweiterbearbeitung in Abhängigkeit von der Sicherheitenart zu überwachen. Ab einer vom Institut unter Risikogesichtspunkten festzulegenden Grenze sind die Sicherheiten in angemessenen Abständen zu überprüfen und ggf. neu zu bewerten. Einsatz von Marktschwankungskonzepten bei Immobiliensicherheiten Da Marktschwankungskonzepte lediglich eine erste Indikation für allgemeine Geschehnisse im jeweiligen Marktsegment liefern können, ist ihr alleiniger Einsatz zur Überwachung der Werthaltigkeit von Immobiliensicherheiten nicht geeignet. Ergänzend dazu hat das Institut eigene Marktbeobachtungen und weitere Analysen für das relevante Sicherheitenportfolio durchzuführen und zu prüfen, inwieweit das Marktschwankungskonzept für das eigene Portfolio repräsentativ ist und für welche Immobilien es folglich genutzt werden kann.",NA
"166","BTO 1.2.2 4","Außerordentliche Überprüfungen von Engagements einschließlich der Sicherheiten sind zumindest dann unverzüglich durchzuführen, wenn dem Institut aus externen oder internen Quellen Informationen bekannt werden, die auf eine wesentliche negative Änderung der Risikoeinschätzung der Engagements oder der Sicherheiten hindeuten. Derartige Informationen sind unverzüglich an alle einzubindenden Organisationseinheiten weiterzuleiten.",NA
"167","BTO 1.2.3 1","Für die Kreditbearbeitung sind prozessabhängige Kontrollen einzurichten, die gewährleisten, dass die Vorgaben der Organisationsrichtlinien eingehalten werden. Die Kontrollen können auch im Rahmen des üblichen Vier-Augen-Prinzips erfolgen.",NA
"168","BTO 1.2.3 2","Insbesondere ist zu kontrollieren, ob die Kreditentscheidung entsprechend der festgelegten Kompetenzordnung erfolgte und ob vor der Valutierung die Voraussetzungen bzw. Auflagen aus dem Kreditvertrag erfüllt sind.",NA
"169","BTO 1.2.4 1","Das Institut hat Kriterien festzulegen, wann ein Engagement der Intensivbetreuung zuzuordnen ist. Die Verantwortung für die Entwicklung und Qualität dieser Kriterien sowie deren regelmäßige Überprüfung muss außerhalb des Bereichs Markt angesiedelt sein. Kriterien für den Übergang in die Intensivbetreuung Ob die Kriterien einen Automatismus statuieren oder ob es sich um Indikatoren handelt, auf deren Grundlage die Überprüfung durchgeführt wird, liegt im Ermessen des Instituts. Ziel ist die zügige Identifikation der problembehafteten Engagements, um möglichst frühzeitig geeignete Maßnahmen einleiten zu können. Entsprechendes gilt für die Kriterien, die maßgeblich für den Übergang in die Problemkreditbearbeitung sind (BTO 1.2.5 Tz. 1). Ausnahmen von der Intensivbetreuung, Sanierung und Abwicklung Analog zur Anwendung des Verfahrens zur Früherkennung von Risiken kann das Institut unter Risikogesichtspunkten festzulegende Arten von Kreditgeschäften oder Kreditgeschäfte unterhalb bestimmter Größenordnungen von der Intensivbetreuung sowie der Sanierung und Abwicklung ausnehmen. Von der Intensivbetreuung bzw. der Problemkreditbearbeitung kann auch abgesehen werden, wenn der Zugriff auf die dafür erforderlichen Daten aufgrund objektiver Ge- gebenheiten eingeschränkt ist und insofern bereits auf die Einrichtung eines Verfahrens zur Früherkennung von Risiken verzichtet wird (drittinitiiertes Geschäft). Das Institut hat dabei sicherzustellen, dass es über alle wesentlichen Vorkommnisse bei dem Kreditnehmer informiert wird.",NA
"170","BTO 1.2.4 2","Mit Übergang in die Intensivbetreuung sind für diese Engagements Maßnahmen mit dem Ziel der Rückführung in die Normalbetreuung zu ergreifen und zu überwachen Maßnahmen innerhalb der Intensivbetreuung Mögliche Maßnahmen innerhalb der Intensivbetreuung können sein: - verstärkter Kundenkontakt, - enge Überwachung (z. B. per Watchlist), - unterjährige Analyse der Finanzlage oder - Neuordnung von Engagements (z. B. Umschuldung, Sicherheitenverstärkung).",NA
"171","BTO 1.2.4 3","Die einer Intensivbetreuung unterliegenden Engagements sind nach einem festzulegenden Turnus auf ihre weitere Behandlung hin zu überprüfen (weitere Intensivbetreuung, Rückführung in die Normalbetreuung, Abgabe an die Abwicklung oder die Sanierung).",NA
"172","BTO 1.2.5 1","Das Institut hat Kriterien festzulegen, die die Abgabe eines Engagements an die auf die Sanierung bzw. Abwicklung spezialisierten Mitarbeiter oder Bereiche bzw. deren Einschaltung regeln. Die Verantwortung für die Entwicklung und die Qualität dieser Kriterien sowie deren regelmäßige Überprüfung muss außerhalb des Bereichs Markt angesiedelt sein. Die Federführung für den Sanierungs- bzw. den Abwicklungsprozess oder die Überwachung dieser Prozesse ist außerhalb des Bereichs Markt wahrzunehmen. Kriterien für den Übergang in die Problemkreditbearbeitung Hinsichtlich der Kriterien für den Übergang in die Problemkreditbearbeitung gelten die Erläuterungen zu den Kriterien der Intensivbetreuung analog (vgl. BTO 1.2.4 Tz. 1). Bei der Festlegung dieser Kriterien sind auch die Indikatoren für die Einstufung als notleidende Risikoposition (NPE) zu berücksichtigen. Es ist sicherzustellen, dass die NPE-Definition in allen Niederlassungen und Filialen einheitlich verwendet wird. Eine einheitliche Anwendung dieser Kriterien auf einzelne Kunden und innerhalb der Gruppen verbundener Kunden ist sicherzustellen. Prüfung nicht-standardisierter Verträge bei Sanierungsfällen Von der Prüfung nicht-standardisierter Verträge durch eine unabhängige Stelle kann bei Sanierungsfällen abgesehen werden, wenn die Sanierung von Spezialisten begleitet wird, die aufgrund ihrer Fachkenntnisse und Erfahrungen in der Lage sind, solche Vertragswerke eigenständig und ohne weitere unabhängige Prüfung zu verfassen. Votierung bei Sanierungskrediten und Engagements in Abbauportfolien Im Rahmen von Entscheidungen über Sanierungskredite ist eine Votierung aus dem marktunabhängigen Bereich ausreichend. Dies gilt auch für Engagements in so genannten „Abbauportfolien“, wobei die Bestände sowie die jeweils verfolgte Intention vom Institut nachvollziehbar darzustellen sind (z. B. in einem „Abbaukonzept“). NPE-Abwicklungseinheiten (NPE-Workout Units) Institute mit hohem NPL-Bestand sollen spezialisierte NPE-Abwicklungseinheiten einrichten, die ihrer Größe, Art, Komplexität und ihrem Risikoprofil entsprechen und sicherstellen, dass diese Einheiten grundsätzlich vom Kreditvergabeprozess getrennt sind. Eine Einrichtung der NPE-Abwicklungseinheit hat im Bereich außerhalb des Marktes zu erfolgen wobei auch eine Ansiedlung bei der Problemkreditbearbeitung möglich ist. Wenn Überschneidungen mit den an der Kreditvergabe beteiligten Mitarbeitern unvermeidlich sind, ist sicherzustellen, dass Interessenkonflikte vermieden werden. Bei der Gestaltung der NPE-Abwicklungseinheiten sind die Besonderheiten der eigenen NPE-Portfolios zu berücksichtigen (z. B. Privat-, Firmenkundengeschäft), wobei für die Analyse der jeweiligen NPE-Portfolios auf die NPE-Abwicklung spezialisierte und hinreichend qualifizierte Mitarbeiter heranzuziehen sind.",NA
"173","BTO 1.2.5 2","Im Rahmen der Überleitung des Engagements in die Sanierung bzw. Abwicklung hat eine Überprüfung der Werthaltigkeit von Sicherheiten und ggf. eine neue, unter Realisationsgesichtspunkten erstellte Wertermittlung zu erfolgen. Mindestens jährlich ist eine Überprüfung durchzuführen, wobei erhebliche Schwankungen und insbesondere ein erheblicher Rückgang des Sicherheitenwertes zu berücksichtigen sind. In den Prozess der Überprüfung der Werthaltigkeit bzw. der Wertermittlung sind Mitarbeiter oder ggf. externe Spezialisten mit entsprechenden Kenntnissen einzubeziehen. Wertermittlung unter Realisationsgesichtspunkten Eine Wertermittlung unter Realisationsgesichtspunkten betrifft grundsätzlich Engagements in der Abwicklung. Für den Sicherheitenwert ist dabei, in der Regel ausgehend vom Marktwert, der voraussichtliche Verwertungserlös unter Berücksichtigung der erwarteten Verwertungskosten und der voraussichtlichen Verwertungsdauer zu bestimmen. Der Sicherheitenwert ist ggf. entsprechend abzuzinsen. Er ist unter Berücksichtigung von angemessenen Wertabschlägen („Haircuts“) herzuleiten. Der Verzicht bzw. die Verwendung von Wertabschlägen sind angemessen zu begründen",NA
"174","BTO 1.2.5 3","Entscheidet sich das Institut trotz Erfüllung der Kriterien für den Übergang in die Sanierung bzw. Abwicklung und trotz wesentlicher Leistungsstörungen für einen Verbleib in der Intensivbetreuung, ist sicherzustellen, dass das Adressenausfallrisiko des Kredits verringert oder begrenzt werden kann. Das Vorgehen ist mit den auf die Sanierung bzw. Abwicklung spezialisierten Mitarbeitern abzustimmen. Rechtliche Risiken und die Werthaltigkeit von Sicherheiten sind dabei zu prüfen.",NA
"175","BTO 1.2.5 4","Zieht ein Institut die Begleitung einer Sanierung in Betracht, hat es sich ein Sanierungskonzept zur Beurteilung der Sanierungsfähigkeit des Kreditnehmers vorlegen zu lassen und auf dieser Grundlage ein eigenständiges Urteil darüber zu treffen, ob eine Sanierung erreicht werden kann.",NA
"176","BTO 1.2.5 5","Die Umsetzung des Sanierungskonzeptes sowie die Auswirkungen der Maßnahmen sind vom Institut zu überwachen.",NA
"177","BTO 1.2.5 6","Die zuständigen Geschäftsleiter sind bei bedeutenden Engagements regelmäßig über den Stand der Sanierung zu informieren. Erforderlichenfalls kann bei dem Sanierungsprozess auf externe Spezialisten mit entsprechenden Kenntnissen zurückgegriffen werden.",NA
